Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),,
565.45,S,565.4495,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009798685,0.009798685,0,-24.62698,-24.62698,0,0,-89.69838,2011.76,0.06358184,,
565.55,S,565.5495,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009802743,0.009802743,0,-24.626,-24.626,0,0,-89.69838,2009.30,0.06358184,,
565.65,S,565.6495,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009789002,0.009789002,0,-24.62502,-24.62502,0,0,-89.69838,2006.84,0.06358184,,
565.75,S,565.7495,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009774957,0.009774957,0,-24.62404,-24.62404,0,0,-89.69838,2004.38,0.06358184,,
565.85,S,565.8494,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009778095,0.009778095,0,-24.62306,-24.62306,0,0,-89.69838,2001.91,0.06358184,,
565.95,S,565.9494,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00976344,0.00976344,0,-24.62208,-24.62208,0,0,-89.69838,1999.45,0.06358184,,
566.05,S,566.0494,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009765965,0.009765965,0,-24.6211,-24.6211,0,0,-89.69838,1996.99,0.06358184,,
566.15,S,566.1494,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009750698,0.009750698,0,-24.62012,-24.62012,0,0,-89.69838,1994.53,0.06358184,,
566.25,S,566.2493,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009735128,0.009735128,0,-24.61915,-24.61915,0,0,-89.69838,1992.06,0.06358184,,
566.35,S,566.3493,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009762863,0.009762863,0,-24.61817,-24.61817,0,0,-89.69838,1989.60,0.06358184,,
566.45,S,566.4493,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009746683,0.009746683,0,-24.6172,-24.6172,0,0,-89.69838,1987.14,0.06358184,,
566.55,S,566.5493,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009756329,0.009756329,0,-24.61622,-24.61622,0,0,-89.69838,1984.68,0.06358184,,
566.65,S,566.6492,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009757018,0.009757018,0,-24.61524,-24.61524,0,0,-89.69838,1982.22,0.06358184,,
566.75,S,566.7492,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009739925,0.009739925,0,-24.61427,-24.61427,0,0,-89.69838,1979.76,0.06358184,,
566.85,S,566.8492,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009748661,0.009748661,0,-24.61329,-24.61329,0,0,-89.69838,1977.30,0.06358184,,
566.95,S,566.9492,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009748433,0.009748433,0,-24.61232,-24.61232,0,0,-89.69838,1974.83,0.06358184,,
567.05,S,567.0491,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009756562,0.009756562,0,-24.61134,-24.61134,0,0,-89.69838,1972.37,0.06358184,,
567.15,S,567.1491,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009738252,0.009738252,0,-24.61036,-24.61036,0,0,-89.69838,1969.91,0.06358184,,
567.25,S,567.2491,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009737106,0.009737106,0,-24.60938,-24.60938,0,0,-89.69838,1967.45,0.06358184,,
567.35,S,567.3491,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009718186,0.009718186,0,-24.60841,-24.60841,0,0,-89.69838,1964.99,0.06358184,,
567.45,S,567.449,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009725102,0.009725102,0,-24.60744,-24.60744,0,0,-89.69838,1962.53,0.06358184,,
567.55,S,567.549,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009731716,0.009731716,0,-24.60647,-24.60647,0,0,-89.69838,1960.07,0.06358184,,
567.65,S,567.649,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009755491,0.009755491,0,-24.6055,-24.6055,0,0,-89.69838,1957.61,0.06358184,,
567.75,S,567.749,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.0097615,0.0097615,0,-24.60452,-24.60452,0,0,-89.69838,1955.15,0.06358184,,
567.85,S,567.8489,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009741062,0.009741062,0,-24.60355,-24.60355,0,0,-89.69838,1952.69,0.06358184,,
567.95,S,567.9489,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009763924,0.009763924,0,-24.60257,-24.60257,0,0,-89.69838,1950.23,0.06358184,,
568.05,S,568.0489,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009742878,0.009742878,0,-24.60159,-24.60159,0,0,-89.69838,1947.77,0.06358184,,
568.15,S,568.1489,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009721527,0.009721527,0,-24.60062,-24.60062,0,0,-89.69838,1945.31,0.06358184,,
568.25,S,568.2488,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009726021,0.009726021,0,-24.59965,-24.59965,0,0,-89.69838,1942.85,0.06358184,,
568.35,S,568.3488,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009747667,0.009747667,0,-24.59867,-24.59867,0,0,-89.69838,1940.39,0.06358184,,
568.45,S,568.4488,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009725404,0.009725404,0,-24.5977,-24.5977,0,0,-89.69838,1937.93,0.06358184,,
568.55,S,568.5488,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00972899,0.00972899,0,-24.59673,-24.59673,0,0,-89.69838,1935.47,0.06358184,,
568.65,S,568.6487,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009732275,0.009732275,0,-24.59576,-24.59576,0,0,-89.69838,1933.01,0.06358184,,
568.75,S,568.7487,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009735257,0.009735257,0,-24.59479,-24.59479,0,0,-89.69838,1930.55,0.06358184,,
568.85,S,568.8487,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009755384,0.009755384,0,-24.59381,-24.59381,0,0,-89.69838,1928.09,0.06358184,,
568.95,S,568.9487,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009731605,0.009731605,0,-24.59284,-24.59284,0,0,-89.69838,1925.63,0.06358184,,
569.05,S,569.0486,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00973368,0.00973368,0,-24.59187,-24.59187,0,0,-89.69838,1923.17,0.06358184,,
569.15,S,569.1486,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009735452,0.009735452,0,-24.5909,-24.5909,0,0,-89.69838,1920.71,0.06358184,,
569.25,S,569.2486,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009754365,0.009754365,0,-24.58993,-24.58993,0,0,-89.69838,1918.25,0.06358184,,
569.35,S,569.3486,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009755533,0.009755533,0,-24.58895,-24.58895,0,0,-89.69838,1915.79,0.06358184,,
569.45,S,569.4485,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009730238,0.009730238,0,-24.58798,-24.58798,0,0,-89.69838,1913.34,0.06358184,,
569.55,S,569.5485,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009730801,0.009730801,0,-24.58701,-24.58701,0,0,-89.69838,1910.88,0.06358184,,
569.65,S,569.6485,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009731063,0.009731063,0,-24.58604,-24.58604,0,0,-89.69838,1908.42,0.06358184,,
569.75,S,569.7485,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009734839,0.009734839,0,-24.58507,-24.58507,0,0,-89.69838,1905.96,0.06358184,,
569.85,S,569.8484,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00975193,0.00975193,0,-24.5841,-24.5841,0,0,-89.69838,1903.50,0.06358184,,
569.95,S,569.9484,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009751286,0.009751286,0,-24.58313,-24.58313,0,0,-89.69838,1901.04,0.06358184,,
570.05,S,570.0484,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009750341,0.009750341,0,-24.58216,-24.58216,0,0,-89.69838,1898.58,0.06358184,,
570.15,S,570.1484,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009749094,0.009749094,0,-24.58119,-24.58119,0,0,-89.69838,1896.13,0.06358184,,
570.25,S,570.2484,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009747545,0.009747545,0,-24.58022,-24.58022,0,0,-89.69838,1893.67,0.06358184,,
570.35,S,570.3483,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009745695,0.009745695,0,-24.57924,-24.57924,0,0,-89.69838,1891.21,0.06358184,,
570.45,S,570.4483,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009717372,0.009717372,0,-24.57827,-24.57827,0,0,-89.69838,1888.75,0.06358184,,
570.55,S,570.5483,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009732342,0.009732342,0,-24.5773,-24.5773,0,0,-89.69838,1886.29,0.06358184,,
570.65,S,570.6483,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009729585,0.009729585,0,-24.57633,-24.57633,0,0,-89.69838,1883.84,0.06358184,,
570.75,S,570.7482,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009726527,0.009726527,0,-24.57536,-24.57536,0,0,-89.69838,1881.38,0.06358184,,
570.85,S,570.8482,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009723168,0.009723168,0,-24.57439,-24.57439,0,0,-89.69838,1878.92,0.06358184,,
570.95,S,570.9482,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009719508,0.009719508,0,-24.57342,-24.57342,0,0,-89.69838,1876.46,0.06358184,,
571.05,S,571.0482,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009715546,0.009715546,0,-24.57245,-24.57245,0,0,-89.69838,1874.01,0.06358184,,
571.15,S,571.1481,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009711283,0.009711283,0,-24.57148,-24.57148,0,0,-89.69838,1871.55,0.06358184,,
571.25,S,571.2481,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009706718,0.009706718,0,-24.57051,-24.57051,0,0,-89.69838,1869.09,0.06358184,,
571.35,S,571.3481,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009701853,0.009701853,0,-24.56954,-24.56954,0,0,-89.69838,1866.64,0.06358184,,
571.45,S,571.4481,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009696686,0.009696686,0,-24.56857,-24.56857,0,0,-89.69838,1864.18,0.06358184,,
571.55,S,571.548,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009691218,0.009691218,0,-24.5676,-24.5676,0,0,-89.69838,1861.72,0.06358184,,
571.65,S,571.648,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009685449,0.009685449,0,-24.56663,-24.56663,0,0,-89.69838,1859.27,0.06358184,,
571.75,S,571.748,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009679379,0.009679379,0,-24.56566,-24.56566,0,0,-89.69838,1856.81,0.06358184,,
571.85,S,571.848,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009690414,0.009690414,0,-24.56469,-24.56469,0,0,-89.69838,1854.35,0.06358184,,
571.95,S,571.9479,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009666336,0.009666336,0,-24.56372,-24.56372,0,0,-89.69838,1851.90,0.06358184,,
572.05,S,572.0479,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009676765,0.009676765,0,-24.56275,-24.56275,0,0,-89.69838,1849.44,0.06358184,,
572.15,S,572.1479,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00966949,0.00966949,0,-24.56178,-24.56178,0,0,-89.69838,1846.98,0.06358184,,
572.25,S,572.2479,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009661913,0.009661913,0,-24.56081,-24.56081,0,0,-89.69838,1844.53,0.06358184,,
572.35,S,572.3478,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009654035,0.009654035,0,-24.55984,-24.55984,0,0,-89.69838,1842.07,0.06358184,,
572.45,S,572.4478,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009645857,0.009645857,0,-24.55887,-24.55887,0,0,-89.69838,1839.62,0.06358184,,
572.55,S,572.5478,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009637377,0.009637377,0,-24.55791,-24.55791,0,0,-89.69838,1837.16,0.06358184,,
572.65,S,572.6478,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009654791,0.009654791,0,-24.55695,-24.55695,0,0,-89.69838,1834.70,0.06358184,,
572.75,S,572.7477,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009671907,0.009671907,0,-24.55598,-24.55598,0,0,-89.69838,1832.25,0.06358184,,
572.85,S,572.8477,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009662526,0.009662526,0,-24.55501,-24.55501,0,0,-89.69838,1829.79,0.06358184,,
572.95,S,572.9477,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009652846,0.009652846,0,-24.55404,-24.55404,0,0,-89.69838,1827.34,0.06358184,,
573.05,S,573.0477,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009642864,0.009642864,0,-24.55308,-24.55308,0,0,-89.69838,1824.88,0.06358184,,
573.15,S,573.1476,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009658781,0.009658781,0,-24.55211,-24.55211,0,0,-89.69838,1822.43,0.06358184,,
573.25,S,573.2476,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009648199,0.009648199,0,-24.55115,-24.55115,0,0,-89.69838,1819.97,0.06358184,,
573.35,S,573.3476,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009663518,0.009663518,0,-24.55018,-24.55018,0,0,-89.69838,1817.52,0.06358184,,
573.45,S,573.4476,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009634952,0.009634952,0,-24.54922,-24.54922,0,0,-89.69838,1815.06,0.06358184,,
573.55,S,573.5475,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009649674,0.009649674,0,-24.54825,-24.54825,0,0,-89.69838,1812.61,0.06358184,,
573.65,S,573.6475,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009637892,0.009637892,0,-24.54729,-24.54729,0,0,-89.69838,1810.15,0.06358184,,
573.75,S,573.7475,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009652016,0.009652016,0,-24.54633,-24.54633,0,0,-89.69838,1807.70,0.06358184,,
573.85,S,573.8475,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009665841,0.009665841,0,-24.54536,-24.54536,0,0,-89.69838,1805.24,0.06358184,,
573.95,S,573.9474,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00965316,0.00965316,0,-24.5444,-24.5444,0,0,-89.69838,1802.79,0.06358184,,
574.05,S,574.0474,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009666387,0.009666387,0,-24.54343,-24.54343,0,0,-89.69838,1800.34,0.06358184,,
574.15,S,574.1474,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009653105,0.009653105,0,-24.54247,-24.54247,0,0,-89.69838,1797.88,0.06358184,,
574.25,S,574.2474,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009665734,0.009665734,0,-24.5415,-24.5415,0,0,-89.69838,1795.43,0.06358184,,
574.35,S,574.3474,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009655668,0.009655668,0,-24.54053,-24.54053,0,0,-89.69838,1792.97,0.06358184,,
574.45,S,574.4473,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009641486,0.009641486,0,-24.53957,-24.53957,0,0,-89.69838,1790.52,0.06358184,,
574.55,S,574.5473,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009653218,0.009653218,0,-24.5386,-24.5386,0,0,-89.69838,1788.06,0.06358184,,
574.65,S,574.6473,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009621069,0.009621069,0,-24.53764,-24.53764,0,0,-89.69838,1785.61,0.06358184,,
574.75,S,574.7473,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009632204,0.009632204,0,-24.53668,-24.53668,0,0,-89.69838,1783.16,0.06358184,,
574.85,S,574.8472,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009643042,0.009643042,0,-24.53572,-24.53572,0,0,-89.69838,1780.70,0.06358184,,
574.95,S,574.9472,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009653581,0.009653581,0,-24.53476,-24.53476,0,0,-89.69838,1778.25,0.06358184,,
575.05,S,575.0472,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009663821,0.009663821,0,-24.53379,-24.53379,0,0,-89.69838,1775.80,0.06358184,,
575.15,S,575.1472,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009647543,0.009647543,0,-24.53283,-24.53283,0,0,-89.69838,1773.34,0.06358184,,
575.25,S,575.2471,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009657186,0.009657186,0,-24.53186,-24.53186,0,0,-89.69838,1770.89,0.06358184,,
575.35,S,575.3471,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009622951,0.009622951,0,-24.5309,-24.5309,0,0,-89.69838,1768.44,0.06358184,,
575.45,S,575.4471,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009631999,0.009631999,0,-24.52994,-24.52994,0,0,-89.69838,1765.98,0.06358184,,
575.55,S,575.5471,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009640748,0.009640748,0,-24.52898,-24.52898,0,0,-89.69838,1763.53,0.06358184,,
575.65,S,575.647,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009649198,0.009649198,0,-24.52802,-24.52802,0,0,-89.69838,1761.08,0.06358184,,
575.75,S,575.747,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009657351,0.009657351,0,-24.52706,-24.52706,0,0,-89.69838,1758.63,0.06358184,,
575.85,S,575.847,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009665206,0.009665206,0,-24.52609,-24.52609,0,0,-89.69838,1756.17,0.06358184,,
575.95,S,575.947,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009629185,0.009629185,0,-24.52513,-24.52513,0,0,-89.69838,1753.72,0.06358184,,
576.05,S,576.0469,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009636443,0.009636443,0,-24.52417,-24.52417,0,0,-89.69838,1751.27,0.06358184,,
576.15,S,576.1469,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009643404,0.009643404,0,-24.5232,-24.5232,0,0,-89.69838,1748.82,0.06358184,,
576.25,S,576.2469,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009623836,0.009623836,0,-24.52224,-24.52224,0,0,-89.69838,1746.36,0.06358184,,
576.35,S,576.3469,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009630199,0.009630199,0,-24.52128,-24.52128,0,0,-89.69838,1743.91,0.06358184,,
576.45,S,576.4468,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009618923,0.009618923,0,-24.52032,-24.52032,0,0,-89.69838,1741.46,0.06358184,,
576.55,S,576.5468,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009624692,0.009624692,0,-24.51936,-24.51936,0,0,-89.69838,1739.01,0.06358184,,
576.65,S,576.6468,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009630164,0.009630164,0,-24.5184,-24.5184,0,0,-89.69838,1736.56,0.06358184,,
576.75,S,576.7468,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009635338,0.009635338,0,-24.51744,-24.51744,0,0,-89.69838,1734.10,0.06358184,,
576.85,S,576.8467,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009622877,0.009622877,0,-24.51648,-24.51648,0,0,-89.69838,1731.65,0.06358184,,
576.95,S,576.9467,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009627456,0.009627456,0,-24.51552,-24.51552,0,0,-89.69838,1729.20,0.06358184,,
577.05,S,577.0467,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009631738,0.009631738,0,-24.51456,-24.51456,0,0,-89.69838,1726.75,0.06358184,,
577.15,S,577.1467,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009635721,0.009635721,0,-24.5136,-24.5136,0,0,-89.69838,1724.30,0.06358184,,
577.25,S,577.2466,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009622076,0.009622076,0,-24.51264,-24.51264,0,0,-89.69838,1721.85,0.06358184,,
577.35,S,577.3466,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009625466,0.009625466,0,-24.51168,-24.51168,0,0,-89.69838,1719.40,0.06358184,,
577.45,S,577.4466,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009628558,0.009628558,0,-24.51072,-24.51072,0,0,-89.69838,1716.94,0.06358184,,
577.55,S,577.5466,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009631352,0.009631352,0,-24.50976,-24.50976,0,0,-89.69838,1714.49,0.06358184,,
577.65,S,577.6465,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009616523,0.009616523,0,-24.5088,-24.5088,0,0,-89.69838,1712.04,0.06358184,,
577.75,S,577.7465,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009618723,0.009618723,0,-24.50784,-24.50784,0,0,-89.69838,1709.59,0.06358184,,
577.85,S,577.8465,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009620626,0.009620626,0,-24.50688,-24.50688,0,0,-89.69838,1707.14,0.06358184,,
577.95,S,577.9465,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009604909,0.009604909,0,-24.50592,-24.50592,0,0,-89.69838,1704.69,0.06358184,,
578.05,S,578.0464,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009606218,0.009606218,0,-24.50496,-24.50496,0,0,-89.69838,1702.24,0.06358184,,
578.15,S,578.1464,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009607229,0.009607229,0,-24.504,-24.504,0,0,-89.69838,1699.79,0.06358184,,
578.25,S,578.2464,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009590625,0.009590625,0,-24.50304,-24.50304,0,0,-89.69838,1697.34,0.06358184,,
578.35,S,578.3464,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009594858,0.009594858,0,-24.50208,-24.50208,0,0,-89.69838,1694.89,0.06358184,,
578.45,S,578.4464,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009594978,0.009594978,0,-24.50112,-24.50112,0,0,-89.69838,1692.44,0.06358184,,
578.55,S,578.5463,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009577487,0.009577487,0,-24.50016,-24.50016,0,0,-89.69838,1689.99,0.06358184,,
578.65,S,578.6463,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009577014,0.009577014,0,-24.4992,-24.4992,0,0,-89.69838,1687.54,0.06358184,,
578.75,S,578.7463,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009576243,0.009576243,0,-24.49824,-24.49824,0,0,-89.69838,1685.09,0.06358184,,
578.85,S,578.8463,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009557866,0.009557866,0,-24.49728,-24.49728,0,0,-89.69838,1682.64,0.06358184,,
578.95,S,578.9462,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009556502,0.009556502,0,-24.49632,-24.49632,0,0,-89.69838,1680.19,0.06358184,,
579.05,S,579.0462,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009537533,0.009537533,0,-24.49537,-24.49537,0,0,-89.69838,1677.74,0.06358184,,
579.15,S,579.1462,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009561838,0.009561838,0,-24.49442,-24.49442,0,0,-89.69838,1675.29,0.06358184,,
579.25,S,579.2462,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009585847,0.009585847,0,-24.49346,-24.49346,0,0,-89.69838,1672.84,0.06358184,,
579.35,S,579.3461,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009565994,0.009565994,0,-24.4925,-24.4925,0,0,-89.69838,1670.39,0.06358184,,
579.45,S,579.4461,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009563149,0.009563149,0,-24.49154,-24.49154,0,0,-89.69838,1667.94,0.06358184,,
579.55,S,579.5461,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009560006,0.009560006,0,-24.49059,-24.49059,0,0,-89.69838,1665.49,0.06358184,,
579.65,S,579.6461,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009565534,0.009565534,0,-24.48963,-24.48963,0,0,-89.69838,1663.05,0.06358184,,
579.75,S,579.746,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009561799,0.009561799,0,-24.48867,-24.48867,0,0,-89.69838,1660.60,0.06358184,,
579.85,S,579.846,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009540471,0.009540471,0,-24.48772,-24.48772,0,0,-89.69838,1658.15,0.06358184,,
579.95,S,579.946,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009562413,0.009562413,0,-24.48676,-24.48676,0,0,-89.69838,1655.70,0.06358184,,
580.05,S,580.046,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009557789,0.009557789,0,-24.4858,-24.4858,0,0,-89.69838,1653.25,0.06358184,,
580.15,S,580.1459,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009535576,0.009535576,0,-24.48485,-24.48485,0,0,-89.69838,1650.80,0.06358184,,
580.25,S,580.2459,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009556633,0.009556633,0,-24.48389,-24.48389,0,0,-89.69838,1648.35,0.06358184,,
580.35,S,580.3459,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009533831,0.009533831,0,-24.48294,-24.48294,0,0,-89.69838,1645.91,0.06358184,,
580.45,S,580.4459,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009554298,0.009554298,0,-24.48199,-24.48199,0,0,-89.69838,1643.46,0.06358184,,
